rule_id,rule_set,version,record_type,field_key,xpath,requirement,cardinality_min,cardinality_max,datatype,enum_values_json,pattern_regex,condition_expr,severity,auto_fixable,auto_fix_strategy,message,source_file,source_tab,source_row,source_ref,notes,active
mission_catalog_mission_doi_catalog_mode_doi_is_required_11,mission-catalog,1,mission,mission.doi,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:identifier/gmd:MD_Identifier/gmd:code,required,1,,string,,,,block,false,,Catalog mode: DOI is required,mission_validation_full_field_matrix.csv,,12,mission-catalog,,true
mission_core_mission_email_email_is_required_12,mission-core,1,mission,mission.email,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress,required,1,,string,,,,block,false,,Email is required,mission_validation_full_field_matrix.csv,,13,mission-core,,true
mission_core_mission_email_email_format_looks_invalid_13,mission-core,1,mission,mission.email,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:contactInfo/gmd:CI_Contact/gmd:address/gmd:CI_Address/gmd:electronicMailAddress,required,1,,string,,,,block,false,,Email format looks invalid,mission_validation_full_field_matrix.csv,,14,mission-core,,true
mission_core_mission_enddate_end_date_is_required_14,mission-core,1,mission,mission.endDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement,required,1,,date,,,,block,false,,End date is required,mission_validation_full_field_matrix.csv,,15,mission-core,,true
mission_core_mission_enddate_end_date_must_be_yyyy_mm_dd_or_datet_15,mission-core,1,mission,mission.endDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement,required,1,,date,,,,block,false,,End date must be YYYY-MM-DD or datetime-local,mission_validation_full_field_matrix.csv,,16,mission-core,,true
mission_core_mission_enddate_end_date_must_be_on_or_after_start_d_16,mission-core,1,mission,mission.endDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement,required,1,,date,,,,block,false,,End date must be on or after start date,mission_validation_full_field_matrix.csv,,17,mission-core,,true
mission_core_mission_fileid_file_identifier_is_required_17,mission-core,1,mission,mission.fileId,/gmd:MD_Metadata/gmd:fileIdentifier,required,1,,string,,,,block,false,,File Identifier is required,mission_validation_full_field_matrix.csv,,18,mission-core,,true
mission_core_mission_individualname_individual_name_is_required_18,mission-core,1,mission,mission.individualName,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:individualName,required,1,,string,,,,block,false,,Individual name is required,mission_validation_full_field_matrix.csv,,19,mission-core,,true
mission_core_mission_language_metadata_language_is_required_19,mission-core,1,mission,mission.language,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:language/gmd:LanguageCode,required,1,,string,,,,block,false,,Metadata language is required,mission_validation_full_field_matrix.csv,,20,mission-core,,true
mission_core_mission_licenseurl_license_url_must_be_http_s_20,mission-core,1,mission,mission.licenseUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:resourceConstraints,required,1,,url,,,,block,false,,License URL must be http(s),mission_validation_full_field_matrix.csv,,21,mission-core,,true
mission_lenient_only_mission_licenseurl_license_url_recommended_when_preset__21,mission-lenient-only,1,mission,mission.licenseUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:resourceConstraints,recommended,0,,url,,,,warn,false,,License URL recommended when preset is custom,mission_validation_full_field_matrix.csv,,22,mission-lenient-only,,true
mission_strict_mission_licenseurl_license_url_is_required_when_data_li_22,mission-strict,1,mission,mission.licenseUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:resourceConstraints,required,1,,url,,,,block,false,,License URL is required when data license preset is custom,mission_validation_full_field_matrix.csv,,23,mission-strict,,true
mission_catalog_mission_licenseurl_license_url_is_required_when_data_li_23,mission-catalog,1,mission,mission.licenseUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:resourceConstraints,required,1,,url,,,,block,false,,License URL is required when data license preset is custom,mission_validation_full_field_matrix.csv,,24,mission-catalog,,true
mission_core_mission_metadatarecorddate_metadata_record_date_must_be_yyyy_mm_24,mission-core,1,mission,mission.metadataRecordDate,/gmd:MD_Metadata/gmd:dateStamp,required,1,,date,,,,block,false,,Metadata record date must be YYYY-MM-DD or datetime-local,mission_validation_full_field_matrix.csv,,25,mission-core,,true
mission_core_mission_org_organization_name_is_required_25,mission-core,1,mission,mission.org,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:organisationName,required,1,,string,,,,block,false,,Organization name is required,mission_validation_full_field_matrix.csv,,26,mission-core,,true
mission_catalog_mission_parentprojecttitle_catalog_mode_enter_parent_project_on_26,mission-catalog,1,mission,mission.parentProjectTitle,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation/gmd:aggregateDataSetName/gmd:CI_Citation/gmd:title,required,1,,string,,,,block,false,,Catalog mode: enter parent project on Mission (aggregation) or Distribution (parent project),mission_validation_full_field_matrix.csv,,27,mission-catalog,,true
mission_core_mission_publicationdate_publication_date_must_be_yyyy_mm_dd__27,mission-core,1,mission,mission.publicationDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:date,required,1,,date,,,,block,false,,Publication date must be YYYY-MM-DD or datetime-local,mission_validation_full_field_matrix.csv,,28,mission-core,,true
mission_core_mission_purpose_purpose_dataset_is_required_28,mission-core,1,mission,mission.purpose,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:purpose,required,1,,string,,,,block,false,,Purpose (dataset) is required,mission_validation_full_field_matrix.csv,,29,mission-core,,true
mission_core_mission_relateddataurl_related_data_url_must_be_http_s_29,mission-core,1,mission,mission.relatedDataUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:aggregationInfo,required,1,,url,,,,block,false,,Related data URL must be http(s),mission_validation_full_field_matrix.csv,,30,mission-core,,true
mission_lenient_only_mission_ror_no_ror_selected_recommended_for_orga_30,mission-lenient-only,1,mission,mission.ror,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:party/gmd:CI_Organisation/gmd:identifier,recommended,0,,string,,,,warn,false,,No ROR selected (recommended for organization linkage),mission_validation_full_field_matrix.csv,,31,mission-lenient-only,,true
mission_strict_mission_ror_strict_mode_ror_is_required_31,mission-strict,1,mission,mission.ror,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:party/gmd:CI_Organisation/gmd:identifier,required,1,,string,,,,block,false,,Strict mode: ROR is required,mission_validation_full_field_matrix.csv,,32,mission-strict,,true
mission_catalog_mission_ror_catalog_mode_ror_is_required_32,mission-catalog,1,mission,mission.ror,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:pointOfContact/gmd:CI_ResponsibleParty/gmd:party/gmd:CI_Organisation/gmd:identifier,required,1,,string,,,,block,false,,Catalog mode: ROR is required,mission_validation_full_field_matrix.csv,,33,mission-catalog,,true
mission_core_mission_startdate_creation_start_date_is_required_33,mission-core,1,mission,mission.startDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement,required,1,,date,,,,block,false,,Creation / Start date is required,mission_validation_full_field_matrix.csv,,34,mission-core,,true
mission_core_mission_startdate_start_date_must_be_yyyy_mm_dd_or_dat_34,mission-core,1,mission,mission.startDate,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:temporalElement,required,1,,date,,,,block,false,,Start date must be YYYY-MM-DD or datetime-local,mission_validation_full_field_matrix.csv,,35,mission-core,,true
mission_core_mission_status_status_is_required_35,mission-core,1,mission,mission.status,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:status/gmd:MD_ProgressCode,required,1,,string,,,,block,false,,Status is required,mission_validation_full_field_matrix.csv,,36,mission-core,,true
mission_core_mission_title_title_is_required_36,mission-core,1,mission,mission.title,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:title,required,1,,string,,,,block,false,,Title is required,mission_validation_full_field_matrix.csv,,37,mission-core,,true
mission_catalog_mission_uxscontext_catalog_mode_add_structured_uxs_oper_37,mission-catalog,1,mission,mission.uxsContext,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:supplementalInformation,recommended,0,,string,,,,warn,false,,Catalog mode: add structured UxS operational ID/name for the selected layer instead of only title or abstract text,mission_validation_full_field_matrix.csv,,38,mission-catalog,,true
mission_catalog_mission_uxscontext_primarylayer_catalog_mode_confirm_what_operationa_38,mission-catalog,1,mission,mission.uxsContext.primaryLayer,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:supplementalInformation,recommended,0,,string,,,,warn,false,,Catalog mode: confirm what operational layer this UxS record primarily describes,mission_validation_full_field_matrix.csv,,39,mission-catalog,,true
mission_catalog_mission_uxscontext_runid_catalog_mode_run_sortie_and_dive_rec_39,mission-catalog,1,mission,mission.uxsContext.runId,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:aggregationInfo,recommended,0,,string,,,,warn,false,,"Catalog mode: run, sortie, and dive records should include the parent run/deployment identifier when available",mission_validation_full_field_matrix.csv,,40,mission-catalog,,true
mission_core_mission_vertical_vertical_min_must_be_max_40,mission-core,1,mission,mission.vertical,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:verticalElement,required,1,,string,,,,block,false,,Vertical min must be ≤ max,mission_validation_full_field_matrix.csv,,41,mission-core,,true
mission_core_mission_vmax_vertical_max_must_be_numeric_41,mission-core,1,mission,mission.vmax,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:verticalElement,required,1,,decimal,,,,block,false,,Vertical max must be numeric,mission_validation_full_field_matrix.csv,,42,mission-core,,true
mission_core_mission_vmin_vertical_min_must_be_numeric_42,mission-core,1,mission,mission.vmin,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent/gmd:EX_Extent/gmd:verticalElement,required,1,,decimal,,,,block,false,,Vertical min must be numeric,mission_validation_full_field_matrix.csv,,43,mission-core,,true
mission_core_platform_platformdesc_platform_description_is_required_43,mission-core,1,mission,platform.platformDesc,/gmi:MI_Metadata/gmi:acquisitionInformation/gmi:MI_AcquisitionInformation/gmi:platform/gmi:MI_Platform/gmd:description,required,1,,string,,,,block,false,,Platform description is required,mission_validation_full_field_matrix.csv,,44,mission-core,,true
mission_core_platform_platformid_platform_id_is_required_44,mission-core,1,mission,platform.platformId,/gmi:MI_Metadata/gmi:acquisitionInformation/gmi:MI_AcquisitionInformation/gmi:platform/gmi:MI_Platform/gmd:identifier/gmd:MD_Identifier/gmd:code,required,1,,string,,,,block,false,,Platform ID is required,mission_validation_full_field_matrix.csv,,45,mission-core,,true
mission_core_platform_platformtype_platform_type_is_required_45,mission-core,1,mission,platform.platformType,/gmi:MI_Metadata/gmi:acquisitionInformation/gmi:MI_AcquisitionInformation/gmi:platform/gmi:MI_Platform/gmi:type,required,1,,string,,,,block,false,,Platform type is required,mission_validation_full_field_matrix.csv,,46,mission-core,,true
mission_core_sensors_at_least_one_sensor_is_required_46,mission-core,1,mission,sensors,/gmd:MD_Metadata/gmd:contentInfo/gmi:MI_CoverageDescription,required,1,,string,,,,block,false,,At least one sensor is required,mission_validation_full_field_matrix.csv,,47,mission-core,"Per active sensor row: type, modelId/sensorId, variable; optional GCMD alignment warning.",true
mission_core_keywords_keyword_facets_required_47,mission-core,1,mission,keywords,/gmi:MI_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:descriptiveKeywords,required,1,,string,,,,block,false,,Keyword facets required,mission_validation_full_field_matrix.csv,,48,mission-core,"One error row per empty GCMD facet (sciencekeywords, datacenters, …).",true
mission_core_keywords_gcmd_keyword_chip_uuid_quality_48,mission-core,1,mission,keywords,/gmi:MI_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:descriptiveKeywords,recommended,0,,string,,,,warn,false,,GCMD keyword chip UUID quality,mission_validation_full_field_matrix.csv,,49,mission-core,One warning per keyword chip with missing/invalid GCMD concept UUID.,true
mission_core_spatial_accuracyvalue_positional_accuracy_value_must_be_nu_49,mission-core,1,mission,spatial.accuracyValue,/gmd:MD_Metadata/gmd:dataQualityInfo,required,1,,decimal,,,,block,false,,Positional accuracy value must be numeric,mission_validation_full_field_matrix.csv,,50,mission-core,,true
mission_core_spatial_errorvalue_error_value_must_be_numeric_50,mission-core,1,mission,spatial.errorValue,/gmd:MD_Metadata/gmd:dataQualityInfo,required,1,,decimal,,,,block,false,,Error value must be numeric,mission_validation_full_field_matrix.csv,,51,mission-core,,true
mission_core_spatial_gridcolumnsize_gridcolumnsize_must_be_numeric_51,mission-core,1,mission,spatial.gridColumnSize,/gmd:MD_Metadata/gmd:spatialRepresentationInfo,required,1,,decimal,,,,block,false,,gridColumnSize: must be numeric,mission_validation_full_field_matrix.csv,,52,mission-core,,true
mission_strict_spatial_gridrepresentation_strict_mode_grid_column_size_and_row_52,mission-strict,1,mission,spatial.gridRepresentation,/gmd:MD_Metadata/gmd:spatialRepresentationInfo,required,1,,string,,,,block,false,,Strict mode: grid column size and row size are required when grid representation is enabled,mission_validation_full_field_matrix.csv,,53,mission-strict,,true
mission_core_spatial_gridrowsize_gridrowsize_must_be_numeric_53,mission-core,1,mission,spatial.gridRowSize,/gmd:MD_Metadata/gmd:spatialRepresentationInfo,required,1,,decimal,,,,block,false,,gridRowSize: must be numeric,mission_validation_full_field_matrix.csv,,54,mission-core,,true
mission_core_spatial_gridverticalsize_gridverticalsize_must_be_numeric_54,mission-core,1,mission,spatial.gridVerticalSize,/gmd:MD_Metadata/gmd:spatialRepresentationInfo,required,1,,decimal,,,,block,false,,gridVerticalSize: must be numeric,mission_validation_full_field_matrix.csv,,55,mission-core,,true
mission_strict_spatial_trajectorysampling_trajectory_sampling_is_required_when_55,mission-strict,1,mission,spatial.trajectorySampling,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent,required,1,,string,,,,block,false,,Trajectory sampling is required when trajectory is enabled,mission_validation_full_field_matrix.csv,,56,mission-strict,,true
mission_catalog_spatial_trajectorysampling_trajectory_sampling_is_required_when_56,mission-catalog,1,mission,spatial.trajectorySampling,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent,required,1,,string,,,,block,false,,Trajectory sampling is required when trajectory is enabled,mission_validation_full_field_matrix.csv,,57,mission-catalog,,true
mission_core_spatial_verticalcrsurl_vertical_crs_url_must_be_http_s_57,mission-core,1,mission,spatial.verticalCrsUrl,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:extent,required,1,,url,,,,block,false,,Vertical CRS URL must be http(s),mission_validation_full_field_matrix.csv,,58,mission-core,,true
mission_core_distribution_downloadurl_download_url_must_be_http_s_58,mission-core,1,mission,distribution.downloadUrl,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:transferOptions/gmd:MD_DigitalTransferOptions/gmd:onLine/gmd:CI_OnlineResource/gmd:linkage,required,1,,url,,,,block,false,,Download URL must be http(s),mission_validation_full_field_matrix.csv,,59,mission-core,,true
mission_catalog_distribution_downloadurl_catalog_mode_download_url_is_require_59,mission-catalog,1,mission,distribution.downloadUrl,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:transferOptions/gmd:MD_DigitalTransferOptions/gmd:onLine/gmd:CI_OnlineResource/gmd:linkage,required,1,,url,,,,block,false,,Catalog mode: download URL is required,mission_validation_full_field_matrix.csv,,60,mission-catalog,,true
mission_core_distribution_format_distribution_format_is_required_60,mission-core,1,mission,distribution.format,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:distributionFormat/gmd:MD_Format/gmd:name,required,1,,string,,,,block,false,,Distribution format is required,mission_validation_full_field_matrix.csv,,61,mission-core,,true
mission_core_distribution_landingurl_landing_page_url_must_be_http_s_61,mission-core,1,mission,distribution.landingUrl,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:transferOptions/gmd:MD_DigitalTransferOptions/gmd:onLine/gmd:CI_OnlineResource/gmd:linkage,required,1,,url,,,,block,false,,Landing page URL must be http(s),mission_validation_full_field_matrix.csv,,62,mission-core,,true
mission_catalog_distribution_landingurl_catalog_mode_landing_page_url_is_req_62,mission-catalog,1,mission,distribution.landingUrl,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:transferOptions/gmd:MD_DigitalTransferOptions/gmd:onLine/gmd:CI_OnlineResource/gmd:linkage,required,1,,url,,,,block,false,,Catalog mode: landing page URL is required,mission_validation_full_field_matrix.csv,,63,mission-catalog,,true
mission_core_distribution_license_use_license_is_required_63,mission-core,1,mission,distribution.license,/gmi:MI_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:resourceConstraints/gmd:MD_LegalConstraints,required,1,,string,,,,block,false,,Use/License is required,mission_validation_full_field_matrix.csv,,64,mission-core,,true
mission_core_distribution_metadatalandingurl_metadata_landing_url_must_be_http_s_64,mission-core,1,mission,distribution.metadataLandingUrl,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:transferOptions/gmd:MD_DigitalTransferOptions/gmd:onLine/gmd:CI_OnlineResource/gmd:linkage,required,1,,url,,,,block,false,,Metadata landing URL must be http(s),mission_validation_full_field_matrix.csv,,65,mission-core,,true
mission_core_distribution_nceidistributorcontacthref_ncei_distributor_contact_href_must_b_65,mission-core,1,mission,distribution.nceiDistributorContactHref,/gmd:MD_Metadata/gmd:distributionInfo/gmd:MD_Distribution/gmd:distributor,required,1,,url,,,,block,false,,NCEI distributor contact href must be http(s),mission_validation_full_field_matrix.csv,,66,mission-core,,true
mission_core_distribution_nceimetadatacontacthref_ncei_metadata_contact_xlink_is_enabl_66,mission-core,1,mission,distribution.nceiMetadataContactHref,/gmd:MD_Metadata/gmd:contact,recommended,0,,string,,,,warn,false,,NCEI metadata contact xlink is enabled but href is empty (generator may fall back to schema default),mission_validation_full_field_matrix.csv,,67,mission-core,,true
mission_core_distribution_nceimetadatacontacthref_ncei_metadata_contact_href_must_be_h_67,mission-core,1,mission,distribution.nceiMetadataContactHref,/gmd:MD_Metadata/gmd:contact,required,1,,url,,,,block,false,,NCEI metadata contact href must be http(s),mission_validation_full_field_matrix.csv,,68,mission-core,,true
mission_catalog_distribution_parentproject_catalog_mode_enter_parent_project_on_68,mission-catalog,1,mission,distribution.parentProject,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:aggregationInfo/gmd:MD_AggregateInformation/gmd:aggregateDataSetName/gmd:CI_Citation/gmd:title,required,1,,string,,,,block,false,,Catalog mode: enter parent project on Mission (aggregation) or Distribution (parent project),mission_validation_full_field_matrix.csv,,69,mission-catalog,,true
mission_catalog_distribution_publication_catalog_mode_publication_reference_i_69,mission-catalog,1,mission,distribution.publication,/gmd:MD_Metadata/gmd:identificationInfo/gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:otherCitationDetails,required,1,,string,,,,block,false,,Catalog mode: publication reference is required,mission_validation_full_field_matrix.csv,,70,mission-catalog,,true
bedi_granule_parentcollectionid_1,bedi-granule-core,1,granule,parentCollectionId,,required,1,,string,,,,block,false,,Parent collection identifier is required — granules MUST link to a collection via gmd:parentIdentifier,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_parentcollectionid_2,bedi-granule-core,1,granule,parentCollectionId,,required,1,,string,,,,block,false,,Parent collection ID must follow OER namespace pattern: gov.noaa.ncei.oer:<ID>,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_fileid_3,bedi-granule-core,1,granule,fileId,,required,1,,string,,,,block,false,,File identifier is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_fileid_4,bedi-granule-core,1,granule,fileId,,required,1,,string,,,,block,false,,File identifier must follow OER namespace pattern: gov.noaa.ncei.oer:<ID>,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_granuleid_5,bedi-granule-core,1,granule,granuleId,,required,1,,string,,,,block,false,,Granule identifier (short ID) is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_hierarchylevel_6,bedi-granule-core,1,granule,hierarchyLevel,,required,1,,string,,,,block,false,,BEDI granules must have hierarchyLevel = dataset,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_title_7,bedi-granule-core,1,granule,title,,required,1,,string,,,,block,false,,Title is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_presentationform_8,bedi-granule-core,1,granule,presentationForm,,required,1,,string,,,,block,false,,Presentation form is required for BEDI granules (expected: videoDigital),src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_creationdate_9,bedi-granule-core,1,granule,creationDate,,required,1,,date,,,,block,false,,Creation date is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_abstract_10,bedi-granule-core,1,granule,abstract,,required,1,,string,,,,block,false,,Abstract is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_status_11,bedi-granule-core,1,granule,status,,required,1,,string,,,,block,false,,Status is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_diveid_12,bedi-granule-core,1,granule,diveId,,required,1,,string,,,,block,false,,"Dive identifier is required (e.g. JSL2-3699, parsed from file ID)",src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_west_13,bedi-granule-core,1,granule,west,,required,1,,string,,,,block,false,,Bounding box W/E/S/N is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_startdate_14,bedi-granule-core,1,granule,startDate,,required,1,,date,,,,block,false,,Observation start date/time is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_enddate_15,bedi-granule-core,1,granule,endDate,,required,1,,date,,,,block,false,,Observation end date/time is required,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_granule_maxdepth_16,bedi-granule-core,1,granule,maxDepth,,required,1,,decimal,,,,block,false,,Maximum dive depth (meters) is required for BEDI granules,src/profiles/bedi/bediGranuleRules.js,,,bedi-granule-core,,true
bedi_collection_fileid_1,bedi-collection-core,1,collection,fileId,,required,1,,string,,,,block,false,,File identifier is required (e.g. gov.noaa.ncei.oer:COLLECTION_ID),src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
